@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
43,2,264,215,0.551148,0.955556,0.140065,0.955556,0.859935,0.244318,0.585878,1.630981,0
43,2,263,216,0.549061,0.955556,0.140523,0.955556,0.859477,0.245014,0.583969,1.636311,0
43,2,262,217,0.546973,0.955556,0.140984,0.955556,0.859016,0.245714,0.582061,1.641676,0
43,2,261,218,0.544885,0.955556,0.141447,0.955556,0.858553,0.246418,0.580153,1.647076,0
43,2,260,219,0.542797,0.955556,0.141914,0.955556,0.858086,0.247126,0.578244,1.652512,0
43,2,259,220,0.54071,0.955556,0.142384,0.955556,0.857616,0.247839,0.576336,1.657984,0
43,2,258,221,0.538622,0.955556,0.142857,0.955556,0.857143,0.248555,0.574427,1.663492,0
42,3,258,221,0.538622,0.933333,0.14,0.933333,0.86,0.243478,0.572519,1.630222,0
41,4,258,221,0.538622,0.911111,0.137124,0.911111,0.862876,0.238372,0.570611,1.59673,0
41,4,257,222,0.536534,0.911111,0.137584,0.911111,0.862416,0.239067,0.568702,1.602088,0
41,4,256,223,0.534447,0.911111,0.138047,0.911111,0.861953,0.239766,0.566794,1.607482,0
41,4,255,224,0.532359,0.911111,0.138514,0.911111,0.861486,0.240469,0.564885,1.612913,0
41,4,254,225,0.530271,0.911111,0.138983,0.911111,0.861017,0.241176,0.562977,1.61838,0
41,4,253,226,0.528184,0.911111,0.139456,0.911111,0.860544,0.241888,0.561069,1.623885,0
41,4,252,227,0.526096,0.911111,0.139932,0.911111,0.860068,0.242604,0.55916,1.629427,0
41,4,251,228,0.524008,0.911111,0.140411,0.911111,0.859589,0.243323,0.557252,1.635008,0
41,4,250,229,0.521921,0.911111,0.140893,0.911111,0.859107,0.244048,0.555344,1.640626,0
41,4,249,230,0.519833,0.911111,0.141379,0.911111,0.858621,0.244776,0.553435,1.646284,0
41,4,248,231,0.517745,0.911111,0.141869,0.911111,0.858131,0.245509,0.551527,1.65198,0
41,4,247,232,0.515658,0.911111,0.142361,0.911111,0.857639,0.246246,0.549618,1.657716,0
41,4,246,233,0.51357,0.911111,0.142857,0.911111,0.857143,0.246988,0.54771,1.663492,0
41,4,245,234,0.511482,0.911111,0.143357,0.911111,0.856643,0.247734,0.545802,1.669308,0
41,4,244,235,0.509395,0.911111,0.14386,0.911111,0.85614,0.248485,0.543893,1.675166,0
41,4,243,236,0.507307,0.911111,0.144366,0.911111,0.855634,0.24924,0.541985,1.681064,0
41,4,242,237,0.505219,0.911111,0.144876,0.911111,0.855124,0.25,0.540076,1.687004,0
41,4,241,238,0.503132,0.911111,0.14539,0.911111,0.85461,0.250765,0.538168,1.692987,0
41,4,240,239,0.501044,0.911111,0.145907,0.911111,0.854093,0.251534,0.53626,1.699011,0
41,4,239,240,0.498956,0.911111,0.146429,0.911111,0.853571,0.252308,0.534351,1.705079,0
41,4,238,241,0.496868,0.911111,0.146953,0.911111,0.853047,0.253086,0.532443,1.711191,0
41,4,237,242,0.494781,0.911111,0.147482,0.911111,0.852518,0.25387,0.530534,1.717346,0
41,4,236,243,0.492693,0.911111,0.148014,0.911111,0.851986,0.254658,0.528626,1.723546,0
41,4,235,244,0.490605,0.911111,0.148551,0.911111,0.851449,0.255452,0.526718,1.729791,0
41,4,234,245,0.488518,0.911111,0.149091,0.911111,0.850909,0.25625,0.524809,1.736081,0
41,4,233,246,0.48643,0.911111,0.149635,0.911111,0.850365,0.257053,0.522901,1.742417,0
41,4,232,247,0.484342,0.911111,0.150183,0.911111,0.849817,0.257862,0.520992,1.748799,0
41,4,231,248,0.482255,0.911111,0.150735,0.911111,0.849265,0.258675,0.519084,1.755229,0
41,4,230,249,0.480167,0.911111,0.151292,0.911111,0.848708,0.259494,0.517176,1.761706,0
41,4,229,250,0.478079,0.911111,0.151852,0.911111,0.848148,0.260317,0.515267,1.76823,0
41,4,228,251,0.475992,0.911111,0.152416,0.911111,0.847584,0.261146,0.513359,1.774804,0
41,4,227,252,0.473904,0.911111,0.152985,0.911111,0.847015,0.261981,0.51145,1.781426,0
41,4,226,253,0.471816,0.911111,0.153558,0.911111,0.846442,0.262821,0.509542,1.788098,0
41,4,225,254,0.469729,0.911111,0.154135,0.911111,0.845865,0.263666,0.507634,1.79482,0
